score,title,type,genres,studios,main_actors
6.75,Nanaka_6/17,TV,Slice_of_Life Comedy Drama Romance Shounen,Genco ADV_Films J.C.Staff,Horie_Yui Shimura_Tomoyuki Chiba_Chiemi Suzumura_Kenichi Sanpei_Yuuko 
6.29,Show_By_Rock!!_Short!!,TV,Music Comedy,Sanrio FUNimation_Entertainment Bones,Uchiyama_Kouki Uesaka_Sumire Taniyama_Kishou Inagawa_Eri Sakura_Ayane Numakura_Manami Hosoya_Yoshimasa Kakihara_Tetsuya 
6.74,Love_Get_Chu,TV,Comedy Romance,Radix,Takamoto_Megumi Takahashi_Naozumi Sakamoto_Azuma Yamamoto_Maria Hase_Yurina Shintani_Ryouko 
6.30,Mahou_Shoujo_Nante_Mou_Ii_Desukara._2nd_Season,TV,Comedy Magic,Earth_Star_Entertainment F.M.F Pine_Jam,Tanaka_Minami Fujita_Akane Wakai_Yuki Oomori_Nichika Itou_Miku 
8.12,Stand_By_Me_Doraemon,Movie,Comedy Kids Sci-Fi Shounen,Toho Robot Shirogumi Shin-Ei_Animation,Mizuta_Wasabi Kimura_Subaru Seki_Tomokazu Kakazu_Yumi Oohara_Megumi Tsumabuki_Satoshi 
6.50,Burn_Up!_W,OVA,Sci-Fi Comedy Ecchi Mecha Shounen,Media_Rings ADV_Films AIC,Amano_Yuri Tange_Sakura Okamoto_Maya Shibata_Yumiko Imai_Yuka 
7.18,Mahoromatic:_I,m_Home!,Special,Ecchi Comedy Romance Sci-Fi,Sentai_Filmworks Gainax 
7.33,Pokemon_3D_Adventure:_Mew_wo_Sagase!,Movie,Adventure Comedy Fantasy Kids,OLM,Inuyama_Inuko Ootani_Ikue 
6.99,El_Hazard_2:_The_Magnificent_World,OVA,Adventure Comedy Fantasy,Pioneer_LDC Geneon_Entertainment_USA AIC,Ishii_Kouji Okiayu_Ryotaro Iwanaga_Tetsuya Sakurai_Tomo 
6.88,Rinne_no_Lagrange:_Kamogawa_Days,OVA,Slice_of_Life Comedy School Sci-Fi,Production_I.G Bandai_Visual Yomiuri_Telecasting_Corporation flying_DOG Viz_Media Xebec,Seto_Asami Ishihara_Kaori Kayano_Ai 
7.03,Animation_Seisaku_Shinkou_Kuromi-chan,OVA,Comedy Parody Drama,DAX_Production Central_Park_Media Yumeta_Company,Asou_Kaori 
6.75,Choujuushin_Gravion_Zwei,TV,Adventure Comedy Mecha Sci-Fi Shounen,ADV_Films Gonzo,Ikezawa_Haruna Kuwashima_Houko Hayami_Show Suzumura_Kenichi Asakawa_Yuu Fukuyama_Jun 
6.72,Pokemon:_Odoru_Pokemon_Himitsu_Kichi,Movie,Comedy Fantasy Kids,4Kids_Entertainment Miramax_Films OLM,Inuyama_Inuko Ootani_Ikue 
6.83,Namiuchigiwa_no_Muromi-san_OVA,OVA,Slice_of_Life Fantasy Comedy,Tatsunoko_Production,Mizushima_Takahiro Tamura_Yukari 
4.92,Ame-iro_Cocoa:_Rainy_Color_e_Youkoso!,TV,Comedy Slice_of_Life,DAX_Production FUNimation_Entertainment EMT²,Yamamoto_Shouma Hirakawa_Daisuke Yamaya_Yoshitaka Yamamoto_Kazutomi Marue_Shunya 
6.34,Burn_Up_Scramble,TV,Action Comedy Drama Ecchi Police Sci-Fi Shounen,Geneon_Universal_Entertainment Memory-Tech Toshiba_Entertainment Geneon_Entertainment_USA AIC,Noto_Mamiko Kugimiya_Rie Toyoguchi_Megumi 
6.19,Haitai_Nanafa,TV,Comedy Supernatural,Ryukyu_Asahi_Broadcasting Passione,Matsuda_Ruka 
7.16,Pokemon_Diamond_&_Pearl_Specials,Special,Action Comedy Fantasy Kids,OLM,Toyoguchi_Megumi Ueda_Yuji 
5.89,Usakame,TV,Comedy Sports Shounen,Millepensee,Tanijiri_Maria Koide_Hikaru Araida_Izumi Nakashima_Yuki 
7.09,Kishin_Douji_Zenki,TV,Action Comedy Drama Ecchi Fantasy Horror Magic Shounen,TV_Tokyo Kitty_Films Yomiuri_Advertising K-Factory Media_Blasters Studio_Deen,Yokoyama_Chisa Yamaguchi_Kappei Kosugi_Juurouta 
7.91,Lupin_the_IIIrd:_Jigen_Daisuke_no_Bohyou,Movie,Action Adventure Comedy Drama Seinen,Discotek_Media TMS_Entertainment,Kobayashi_Kiyoshi Kurita_Kanichi Hirose_Akio 
6.38,Honoo_no_Labyrinth,OVA,Adventure Comedy Ecchi Samurai,Bandai_Visual Central_Park_Media Studio_Fantasia,Toochika_Kouichi 
8.19,Hidamari_Sketch:_Sae_Hiro_Sotsugyou-hen,OVA,Slice_of_Life Comedy School,Shaft,Gotou_Yuuko Mizuhashi_Kaori Omigawa_Chiaki Harada_Hitomi Shintani_Ryouko Asumi_Kana 
7.52,Ojamajo_Doremi_Dokkaan!,TV,Comedy Magic Shoujo,Asahi_Broadcasting_Corporation Toei_Animation,Miyahara_Nami Akiya_Tomoko Chiba_Chiemi Nagasawa_Nao Ootani_Ikue Shishido_Rumi Matsuoka_Yuki 
7.18,Mahou_no_Stage_Fancy_Lala,TV,Comedy Drama Magic Music Romance Shoujo,Bandai_Visual Geneon_Universal_Entertainment TV_Osaka Yomiuri_Advertising TV_Tokyo_Music Bandai_Entertainment Studio_Pierrot Kyoto_Animation,Omori_Reiko Yamaguchi_Kappei 
6.88,Kobato.:_Hajimete_no_Kobato.,Special,Fantasy Comedy Drama,Madhouse,Hanazawa_Kana Inada_Tetsu 
7.52,Detective_Conan_OVA_11:_A_Secret_Order_from_London,OVA,Adventure Police Comedy Mystery Shounen,TMS_Entertainment,Hayashibara_Megumi Takagi_Wataru Ootani_Ikue Iwai_Yukiko 
7.26,Hayate_no_Gotoku!_OVA,OVA,Romance Comedy Harem Parody Shounen,Manglobe,Shiraishi_Ryoko Kugimiya_Rie 
6.82,Teekyuu_7,TV,Comedy Shounen Sports,DAX_Production Earth_Star_Entertainment Millepensee,Hanazawa_Kana Watanabe_Yui Mimori_Suzuko Narumi_Kyoko 
5.73,UG☆Ultimate_Girls,TV,Comedy Ecchi Magic Sci-Fi,m.o.e. Media_Blasters,Fukuen_Misato Tokunaga_Ai Nabatame_Hitomi Furuya_Toru 
7.60,Jibaku-kun,TV,Adventure Fantasy Comedy,Enoki_Films Trans_Arts,Ishida_Akira Kamiya_Hiroshi Kawakami_Tomoko 
6.96,Tenchi_Muyou!:_Galaxy_Police_Mihoshi_Space_Adventure,OVA,Comedy Magic Parody Police Sci-Fi Shounen Space,Pioneer_LDC Geneon_Entertainment_USA AIC,Orikasa_Ai Kobayashi_Yuko Mizutani_Yuuko Amano_Yuri Takada_Yumi Yokoyama_Chisa 
7.23,Ushio_to_Tora,OVA,Action Comedy Horror,OB_Planning Toshiba_EMI Toho Shogakukan ADV_Films Pastel,Sasaki_Nozomu Touma_Yumi Amano_Yuri Otsuka_Chikao 
7.93,Hoozuki_no_Reitetsu_OVA,OVA,Comedy Supernatural Fantasy,Starchild_Records Wit_Studio,Yasumoto_Hiroki 
5.78,Kuragehime:_Soreike!_Amars_Tankentai,Special,Adventure Comedy Josei,Asmik_Ace_Entertainment FUNimation_Entertainment Brain,s_Base 
6.81,Bannou_Bunka_Neko-Musume,OVA,Sci-Fi Adventure Comedy Mecha Seinen,Starchild_Records Movic ADV_Films Studio_Fantasia Animate_Film,Shimazu_Saeko Kamiya_Akira Ikura_Kazue Hayashibara_Megumi 
6.95,Kinnikuman_II_Sei,TV,Action Sci-Fi Comedy Sports Martial_Arts Shounen,TV_Tokyo Yomiuri_Advertising 4Kids_Entertainment Toei_Animation,Yoshida_Konami Furukawa_Toshio Onosaka_Masaya Okiayu_Ryotaro Morikawa_Toshiyuki Yoshitake_Noriko 
7.60,Prince_of_Tennis:_Eikokushiki_Teikyuu_Shiro_Kessen!,Movie,Action Comedy School Shounen Sports,Nihon_Ad_Systems M.S.C Production_I.G,Minagawa_Junko 
5.61,Copihan,ONA,Comedy School Sci-Fi,Studio_Mausu Slowcurve Gonzo,Seto_Saori Tanaka_Rie Kakihara_Tetsuya Hasegawa_Akiko Shimoda_Asami Matsuzaki_Rei Sakurai_Takahiro Ookubo_Rumi Ise_Mariya 
7.51,Yuu☆Yuu☆Hakusho:_Eizou_Hakusho_II,OVA,Action Adventure Comedy Supernatural Shounen,FUNimation_Entertainment Studio_Pierrot,Hiyama_Nobuyuki Ogata_Megumi Nakahara_Shigeru Chiba_Shigeru Sasaki_Nozomu 
6.67,Ai_to_Yuuki_no_Pig_Girl_Tonde_Buurin,TV,Parody Adventure Fantasy Magic Comedy Romance School Shoujo,Nippon_Animation,Shiratori_Yuri Fuchizaki_Yuriko 
5.79,Shibainuko-san,TV,Comedy,DAX_Production Takeshobo Dream_Creation Hotline,Suzuki_Misaki Sasaki_Mikoi 
5.95,Choboraunyopomi_Gekijou_Dai_Ni_Maku_Ai_Mai_Mii:_Mousou_Catastrophe,TV,Comedy Slice_of_Life,Dream_Creation Seven,Ootsubo_Yuka Uchida_Aya Uchida_Maaya Kayano_Ai 
7.44,Galaxy_Angel_3,TV,Comedy Sci-Fi,Bandai_Visual Broccoli Yomiko_Advertising Studio_Jack Bandai_Entertainment Madhouse,Sawashiro_Miyuki Tamura_Yukari Kanai_Mika Shintani_Ryouko Yamaguchi_Mayumi 
7.72,New_Prince_of_Tennis_OVA_vs._Genius10,OVA,Action Sports Comedy Shounen,Nihon_Ad_Systems Production_I.G,Minagawa_Junko Kaida_Yuki Tsuda_Kenjirou Kiyasu_Kohei Takahashi_Hiroki Onosaka_Masaya Kondou_Takayuki 
7.10,UFO_Princess_Valkyrie_2:_Juunigatsu_no_Yasoukyoku,TV,Comedy Romance Sci-Fi,Media_Factory KlockWorx Toshiba_Entertainment ADV_Films TNK,Tanaka_Rie Suzumura_Kenichi Ogata_Megumi Mochizuki_Hisayo 
6.67,Nekojiru_Gekijou_Jirujiru_Original,TV,Action Comedy,Japan_Home_Video,Uehara_Sakura Nagasawa_Nao 
5.88,Anitore!_XX,TV,Comedy Sports,Earth_Star_Entertainment F.M.F Rising_Force,Suzuki_Eri Waki_Azumi Takao_Kanon Itou_Miku Komaki_Miyu Naganawa_Maria 
8.16,Hanada_Shounen-shi,TV,Supernatural Comedy Slice_of_Life Drama,VAP Nippon_Television_Network_Corporation Madhouse,Kumai_Motoko 
3.94,Tenshi_no_Drop,Special,Comedy Ecchi Shoujo_Ai Shounen,AIC Flex_Comics G-mode AIC_Frontier,Matsuzaki_Rei Gotou_Mai Igarashi_Hiromi 
6.79,Ketsuekigata-kun!,TV,Comedy,Earth_Star_Entertainment feel.,Fukuyama_Jun Kakihara_Tetsuya Nakamura_Yuuichi Ishida_Akira 
7.91,City_Hunter_,91,TV,Action Comedy Mystery Shounen,Sunrise 
7.16,Tonkatsu_DJ_Agetarou,TV,Music Comedy Shounen,Studio_Deen,Yamashita_Daiki 
6.68,Hyakka_Ryouran:_Samurai_Bride_Specials,Special,Ecchi Comedy,Genco Lantis Sentai_Filmworks Arms,Yuuki_Aoi 
6.92,Mahou_Sensei_Negima!_Introduction_Film,OVA,Action Ecchi Comedy Harem Romance Supernatural,Xebec,Kanda_Akemi Noto_Mamiko Horie_Yui Satou_Rina 
6.91,Kaitou_Joker,TV,Adventure Comedy Mystery Shounen,Asatsu_DK Tokyo_MX Shin-Ei_Animation,Sawashiro_Miyuki Kobayashi_Yumiko Murase_Ayumu Shimono_Hiro 
6.96,Happy☆Lesson:_The_Final,OVA,Comedy Harem Romance School,KSS Studio_Hibari,Sasajima_Kaoru Kishio_Daisuke Asano_Ruri Kimura_Akiko Inoue_Kikuko Koyama_Kimiko 
6.65,Pokemon:_Pikachu_no_Wanpaku_Island,Special,Adventure Comedy Fantasy Kids,Viz_Media The_Pokemon_Company_International OLM,Inuyama_Inuko Ootani_Ikue 
6.41,Mamono_Hunter_Youko,OVA,Fantasy Magic Comedy Supernatural Horror,Toho ADV_Films Madhouse,Yoshida_Konami Hisakawa_Aya 
6.71,Burn_Up_Excess,TV,Action Adventure Comedy Ecchi Police Sci-Fi Shounen,AIC ADV_Films Magic_Bus,Amano_Yuri Tange_Sakura Okamoto_Maya Kingetsu_Mami Imai_Yuka Shinohara_Emi 
6.11,Ojisan_to_Marshmallow_Special,Special,Comedy,DAX_Production Dream_Creation Creators_in_Pack,Inada_Tetsu Kitamura_Eri 
7.63,Yawara!,TV,Action Slice_of_Life Martial_Arts Sports Comedy Romance Drama,Kitty_Films Animeigo Madhouse,Nagai_Ichiro Minaguchi_Yuko Seki_Toshihiko 
7.67,Detective_Conan_Magic_File_4:_Osaka_Okonomiyaki_Odyssey,OVA,Police Comedy Mystery Shounen,Shogakukan_Productions Tokyo_Movie_Shinsha,Takayama_Minami Horikawa_Ryo Miyamura_Yuko 
6.55,Tactical_Roar,TV,Comedy Military Romance Sci-Fi,Bandai_Visual Lantis Actas,Nakahara_Mai Suganuma_Hisayoshi Takahashi_Mikako 
7.90,Sexy_Commando_Gaiden:_Sugoiyo!!_Masaru-san,TV,Comedy Martial_Arts School Shounen,Madhouse Bandai_Visual Magic_Bus,Kanemaru_Junichi Ueda_Yuji Cho Konishi_Hiroko Ichijo_Kazuya 
5.64,Francesca,TV,Fantasy Comedy,Pony_Canyon Bandai_Namco_Games Daiichikosho HeART-BIT Hokkaido_Azmacy Hokkaido_Cultural_Broadcasting Teichiku_Entertainment Amuse Telecom_Animation_Film,Tano_Asami Makino_Yui 
6.87,Tales_of_Symphonia_The_Animation:_Kratos-sensei_no_Private_Lesson,Special,Comedy School,ufotable,Tachiki_Fumihiko Mizuki_Nana Konishi_Katsuyuki 
7.47,Toshokan_Sensou:_Koi_no_Shougai,Special,Action Military Comedy Drama Romance,Production_I.G,Maeno_Tomoaki Inoue_Marina Ishida_Akira Ueda_Kana 
6.81,Hanaukyou_Maid-tai_OVA,OVA,Comedy Ecchi Harem Romance,Daume m.o.e.,Kaida_Yuki Tanaka_Rie 
6.66,Yuri_Seijin_Naoko-san_(2012),OVA,Comedy,Aniplex ufotable,Harashima_Akari Arai_Satomi 
6.32,The_iDOLM@STER_Live_For_You!,OVA,Comedy Drama Music,Actas,Nakamura_Eriko Hasegawa_Akiko Imai_Asami 
6.86,Fireball,TV,Comedy Sci-Fi,Walt_Disney_Studios Jinnis_Animation_Studios,Ookawa_Tooru Kawasho_Miyuki 
6.94,Futsuu_no_Joshikousei_ga_[Locodol]_Yattemita.:_Nagarekawa,_Annai_Shitemita.,Special,Comedy Seinen,feel.,Misawa_Sachika Itou_Miku 
7.29,Galaxy_Angel_Z,TV,Sci-Fi Comedy,Bandai_Visual Broccoli Bandai_Entertainment Madhouse,Sawashiro_Miyuki Tamura_Yukari Kanai_Mika Shintani_Ryouko Yamaguchi_Mayumi 
6.90,Monster_Farm:_Legend_e_no_Michi,TV,Action Adventure Comedy Fantasy,ADV_Films Discotek_Media TMS_Entertainment,Uchida_Naoya Sasaki_Nozomu Kouda_Mariko Shiratori_Yuri Yao_Kazuki Yokoyama_Chisa Takagi_Wataru 
6.69,Morita-san_wa_Mukuchi,OVA,Comedy School Slice_of_Life,DAX_Production Studio_Gram Dream_Creation Seven,Nanjo_Yoshino Hayami_Saori Hanazawa_Kana Tomatsu_Haruka 
7.44,Tegamibachi_Gakuen,Special,Comedy,Studio_Pierrot,Suganuma_Hisayoshi Sawashiro_Miyuki Fukuyama_Jun Ishikawa_Hideo Kishio_Daisuke 
5.59,Sparrow,s_Hotel,TV,Comedy,DAX_Production Dream_Creation Hotline 
6.75,Blue_Dragon:_Tenkai_no_Shichi_Ryuu,TV,Adventure Comedy Fantasy Supernatural,TV_Tokyo Viz_Media Studio_Pierrot,Yamaguchi_Kappei Nakajima_Saki Uran_Sakiko Nabatame_Hitomi Nemoto_Keiko 
6.05,Samurai_Girl_Real_Bout_High_School,TV,Adventure Comedy Fantasy Shounen,TOKYOPOP Gonzo,Yukino_Satsuki Seki_Tomokazu Kimura_Ikue 
6.68,Comic_Party_Revolution,TV,Comedy Drama,AQUAPLUS ADV_Films FUNimation_Entertainment Radix Chaos_Project,Koorogi_Satomi Kikuchi_Masami Sayama_Riko 
6.18,Ben-To_Picture_Drama,Special,Comedy,AT-X David_Production,Yuuki_Aoi Kayano_Ai 
5.79,Nanako_Kaitai_Shinsho,OVA,Comedy Mecha Military Sci-Fi,Genco Pioneer_LDC Geneon_Entertainment_USA Radix,Koyasu_Takehito Yamamoto_Maria 
6.99,Juubee-chan_2:_Siberia_Yagyuu_no_Gyakushuu,TV,Adventure Comedy Drama Martial_Arts Samurai Shounen,TV_Tokyo_Music Geneon_Entertainment_USA Madhouse,Horie_Yui Fujiwara_Keiji Saitou_Ayaka Nakayama_Erina 
7.95,City_Hunter_3,TV,Action Comedy Mystery Shounen,ADV_Films Sunrise,Ikura_Kazue Kamiya_Akira 
7.60,Sayonara_Zetsubou_Sensei_Jo:_Zoku_Zetsubou_Shoujo_Senshuu,Special,Comedy Parody School,Shaft,Matsuki_Miyu Nonaka_Ai Kamiya_Hiroshi Gotou_Saori Tanii_Asuka Saito_Chiwa 
7.04,Zone_of_the_Enders:_Dolores,_I,TV,Action Adventure Space Comedy Mecha Military Sci-Fi,AT-X TV_Tokyo_Music Sunrise,Kuwashima_Houko Miyamoto_Mitsuru Hidaka_Narumi Genda_Tessyo 
7.03,Koisuru_Tenshi_Angelique:_Kokoro_no_Mezameru_Toki,TV,Adventure Comedy Drama Fantasy Magic Romance Sci-Fi Shoujo,Lantis Media_Factory Koei Satelight,Honna_Youko Tanaka_Hideyuki Iwata_Mitsuo 
5.93,Flying_Witch_Petit,ONA,Slice_of_Life Comedy Supernatural,VAP Magic_Capsule domerica,Shinoda_Minami Aoi_Kana Suzuki_Eri 
6.32,Yuyushiki:_Nyanyashiki,Special,Comedy,Kinema_Citrus,Taneda_Risa Tsuda_Minami Ookubo_Rumi 
7.39,Tenchi_Muyou!_Ryououki_3rd_Season:_Tenchi_Seirou_naredo_Namitakashi?,OVA,Action Sci-Fi Harem Space Comedy Shounen,VAP FUNimation_Entertainment,Orikasa_Ai Kobayashi_Yuko Shindo_Naomi Kikuchi_Masami Takada_Yumi Yokoyama_Chisa Touma_Yumi 
7.50,Lupin_III:_Part_III,TV,Action Adventure Comedy Shounen,Tokyo_Movie_Shinsha,Inoue_Makio Kobayashi_Kiyoshi Yamada_Yasuo Masuyama_Eiko 
5.29,Hantsu_x_Trash,OVA,Comedy Ecchi Romance School Seinen Sports,Hoods_Entertainment,Uchida_Maaya Uchida_Yuuma 
6.43,Kachou_no_Koi,OVA,Comedy Romance Yaoi,DAX_Production Panda_Factory,Nojima_Kenji Okiayu_Ryotaro 
6.75,Stratos_4,TV,Comedy Military Sci-Fi Shounen,Bandai_Visual Bandai_Entertainment Studio_Fantasia,Shimizu_Kaori Kakazu_Yumi Orikasa_Fumiko Kikuchi_Shiho 
6.78,Pokemon:_Bokutachi_Pichu_Brothers_-_Party_wa_Oosawagi!_no_Maki,Special,Adventure Comedy Fantasy Kids,4Kids_Entertainment Nintendo Nintendo_of_America OLM,Inuyama_Inuko 
7.65,Paniponi_Dash!:_Danjite_Okonaeba_Kishin_mo_Kore_wo_Saku,Special,Parody Comedy School,Shaft,Nonaka_Ai Orikasa_Fumiko Saito_Chiwa Ueda_Kana Sakata_Kayo Yukino_Satsuki Horie_Yui 
6.79,Teekyuu_6,TV,Comedy Shounen Sports,DAX_Production Earth_Star_Entertainment Millepensee,Hanazawa_Kana Watanabe_Yui Mimori_Suzuko Narumi_Kyoko 
6.67,"Ore_ga_Ojousama_Gakkou_ni_""Shomin_Sample""_Toshite_Gets♥Sareta_Ken_Specials ",Special,Comedy Ecchi Harem Romance School,FUNimation_Entertainment,Tachibana_Rika Morinaga_Chitose Tamaru_Atsushi Oonishi_Saori Kuwahara_Yuuki Serizawa_Yuu 
6.59,Senran_Kagura:_Estival_Versus_-_Shoujo-tachi_no_Sentaku,OVA,Action Ecchi Comedy,Genco Artland Hoods_Entertainment,Harada_Hitomi Toyoguchi_Megumi Iguchi_Yuka Shiraishi_Ryoko Kitamura_Eri Imai_Asami Saito_Chiwa Kobayashi_Yuu Igarashi_Hiromi Gotou_Saori Hirata_Hiromi Kanemoto_Hisako Yahagi_Sayuri Hikasa_Yoko Mako Yamamoto_Ayano Mizuhashi_Kaori Kayano_Ai Ishihara_Kaori Hara_Yumi 
5.98,Kaichuu!,ONA,Comedy Seinen Sports,Soft_Garage,Nakamura_Eriko 
7.30,Detective_Conan_OVA_08:_High_School_Girl_Detective_Sonoko_Suzuki,s_Case_Files,OVA,Police Comedy Mystery Shounen,Tokyo_Movie_Shinsha TMS_Entertainment 
7.16,Mazinkaiser_SKL,OVA,Adventure Comedy Mecha Sci-Fi Shounen,Showgate Dynamic_Planning Media_Blasters Actas,Asanuma_Shintaro Hino_Satoshi 
7.53,Aoki_Densetsu_Shoot!,TV,Action Comedy Drama Romance School Shounen Sports,Toei_Animation,Hidaka_Noriko Kikuchi_Masami Canna_Nobutoshi Midorikawa_Hikaru Furukawa_Toshio 
7.00,Binchou-tan,TV,Slice_of_Life Comedy,Bandai_Visual Frontier_Works TBS Alchemist Studio_Deen,Nonaka_Ai 
7.60,Kamichu!_Specials,Special,Comedy Drama Slice_of_Life Supernatural,Geneon_Universal_Entertainment FUNimation_Entertainment Geneon_Entertainment_USA Brain,s_Base 
6.92,Ai_Yori_Aoshi:_Yumegatari,Special,Comedy Harem Romance Slice_of_Life,FUNimation_Entertainment J.C.Staff,Kawasumi_Ayako 
6.27,Madobe_Nanami_no_Windows_7_de_PC_Jisaku_Ouen_Commercial!!,OVA,Comedy,Rising_Force,Mizuki_Nana 
7.44,Fresh_Precure!,TV,Action Slice_of_Life Fantasy Magic Comedy Shoujo,Toei_Animation,Kitamura_Eri Koorogi_Satomi Komatsu_Yuka Oki_Kanae Matsuno_Taiki Nakagawa_Akiko 
6.21,Kishin_Houkou_Demonbane,OVA,Comedy Drama Mecha Sci-Fi,Frontier_Works Kadokawa_Shoten Half_H.P_Studio Digiturbo Group_TAC View_Works,Kanda_Rie Itou_Kentarou 
6.91,Metal_Fight_Beyblade:_Baku,TV,Adventure Comedy Sports,Nelvana Tatsunoko_Production SynergySP,Shindou_Kei Kanada_Aki Sanpei_Yuuko Irino_Miyu Hirohashi_Ryou Hino_Satoshi Nazuka_Kaori 
7.70,Ranma_½:_Akumu!_Shunmin_Kou,OVA,Action Comedy Supernatural Martial_Arts Shounen,Atelier_Musa Sunrise Studio_Deen,Hayashibara_Megumi Yamaguchi_Kappei Hidaka_Noriko 
6.95,Kamen_no_Maid_Guy_OVA,OVA,Action Comedy Ecchi,Geneon_Universal_Entertainment Madhouse,Toyoguchi_Megumi Sakaguchi_Daisuke Iguchi_Yuka Koyama_Rikiya 
6.63,Inugami-san_to_Nekoyama-san_Special,Special,Comedy School Shoujo_Ai,DAX_Production Dream_Creation Seven,Ootsubo_Yuka Uesaka_Sumire Touyama_Nao 
6.80,Full_Moon_wo_Sagashite:_Kawaii_Kawaii_Daibouken,Special,Comedy Supernatural Fantasy,Nihon_Ad_Systems Viz_Media Studio_Deen,Ootsuda_Hiromi 
7.08,Sumomomo_Momomo:_Chijou_Saikyou_no_Yome_Specials,Special,Comedy Ecchi Martial_Arts Romance,Square_Enix Studio_Hibari,Kano_Yui 
7.19,Kyattou_Ninden_Teyandee,TV,Action Comedy Mecha Super_Power Sci-Fi Shounen,Sotsu Studio_Nue Dongyang_Animation Discotek_Media Saban_Entertainment Tatsunoko_Production,Orikasa_Ai Kosugi_Juurouta Yamaguchi_Kappei 
6.94,El_Hazard:_The_Alternative_World,TV,Adventure Comedy Fantasy,Pioneer_LDC Geneon_Entertainment_USA AIC,Natsuki_Rio Okiayu_Ryotaro Iwanaga_Tetsuya Sakurai_Tomo Sakamoto_Maaya 
6.27,Princess_Lover!_Picture_Drama,Special,Harem Comedy Ecchi School,GoHands,Terashima_Takuma Matsuoka_Yuki Yuzuki_Ryouka Katou_Emiri Toyoguchi_Megumi 
4.71,JK_Meshi!,TV,Comedy,Kyotoma Office_Nobu,Fujita_Nao Tokui_Sora Hara_Natsuko 
7.12,Kill_Me_Baby:_Butsuzou_Kegatte_Nise_Halloween,OVA,Comedy School,Pony_Canyon J.C.Staff,Takabe_Ai Akasaki_Chinatsu Tamura_Mutsumi 
7.48,Yankee-kun_na_Yamada-kun_to_Megane-chan_to_Majo,Special,Comedy School Shounen,LIDENFILMS,Hikasa_Yoko Maeno_Tomoaki Kikuchi_Mika Terashima_Takuma Ono_Yuuki 
7.03,Futari_wa_Precure:_Max_Heart,TV,Action Comedy Fantasy Magic Shoujo,Asahi_Broadcasting_Corporation Toei_Animation,Tanaka_Rie Tanii_Asuka Seki_Tomokazu Yajima_Akiko Honna_Youko Yukana 
6.00,Fushigi_no_Kuni_no_Miyuki-chan,OVA,Comedy Ecchi Fantasy Shoujo_Ai Yuri,ADV_Films Madhouse,Kouda_Mariko 
6.55,Minami_no_Shima_no_Dera-chan,Movie,Comedy Slice_of_Life,Kyoto_Animation,Yamazaki_Takumi Yamaoka_Yuri Shimono_Hiro 
6.58,Himawari!!,TV,Comedy Romance,Starchild_Records Tohokushinsha_Film_Corporation Maiden_Japan Arms,Toochika_Kouichi Matsumoto_Kana 
6.97,Macross_Dynamite_7,OVA,Adventure Comedy Mecha Sci-Fi Shounen,Mainichi_Broadcasting_System Studio_Nue Production_Reed,Okamoto_Maya Sakaguchi_Aya Sakurai_Tomo Canna_Nobutoshi 
6.30,Weiß_Survive_R,TV,Comedy Ecchi Game,TBS Studio_Hibari,Kitta_Izumi Nakamoto_Nobuhisa 
7.56,Gokinjo_Monogatari,TV,Slice_of_Life Comedy Drama Romance,Toei_Animation,Shishido_Rumi Yamaguchi_Kappei 
6.27,Plastic_Little,OVA,Action Adventure Comedy Ecchi Mecha Military Romance Sci-Fi,KSS Movic Sony_Music_Entertainment Animate_Film,Shiina_Hekiru Fuchizaki_Yuriko 
7.32,Saber_Marionette_J_Again,OVA,Action Sci-Fi Harem Comedy Romance Mecha,Bandai_Visual Bandai_Entertainment Hal_Film_Maker,Hiramatsu_Akiko Shiratori_Yuri Hayashibara_Megumi Imai_Yuka Okamoto_Maya Takano_Urara 
6.42,True_Tears_Specials,Special,Parody Comedy School,Bandai_Visual Lantis P.A._Works,Iguchi_Yuka 
6.60,Rokudenashi_Blues_1993,Movie,Action Comedy School Drama Sports Shounen,Toei_Animation,Hirata_Hiroaki 
5.97,Super_Mario_World:_Mario_to_Yoshi_no_Bouken_Land,OVA,Game Comedy Kids,Bandai,Mizushima_Yuu Furuya_Toru 
6.34,Oishinbo:_Kyuukyoku_tai_Shikou,_Chouju_Ryouri_Taiketsu!!,Movie,Comedy Seinen Slice_of_Life,Shin-Ei_Animation,Shou_Mayumi Inoue_Kazuhiko 
6.29,Oraa_Guzura_Dado_(1987),TV,Comedy Kids,Tatsunoko_Production,Azuma_Mie Oohira_Tooru 
6.23,Oishinbo:_Nichibei_Kome_Sensou,Movie,Comedy Seinen Slice_of_Life,Shin-Ei_Animation,Shou_Mayumi Inoue_Kazuhiko 
6.14,Mahoutsukai_Sally_(Movie),Movie,Comedy Magic Shoujo,Toei_Animation,Yamamoto_Yuriko 
6.56,Fuusen_Shoujo_Temple-chan,TV,Adventure Comedy Kids,Tatsunoko_Production,Takizawa_Kumiko 
6.50,Shin_Mashin_Eiyuuden_Wataru_Majinzan,OVA,Action Adventure Fantasy Comedy Mecha Sci-Fi,Sunrise,Tanaka_Mayumi 
5.38,Komachi_to_Dangorou,ONA,Adventure Comedy Kids Sci-Fi,Solid_Vox MAPPA,Nanri_Yuuka Nomizu_Iori 
5.15,Docchi_mo_Maid,ONA,Action Ecchi Comedy Yuri,Ishikawa_Pro,Kurage_Kozue Ouka_Kasuga Okajima_Tae 
